sample_id,concurrency_level,requested_prompt_len,actual_prompt_len,prompt_len_for_model,output_len,success,ttft_ms,latency_ms,output_tokens,generated_chars,error
1,1,512,512,512,1,True,712.9161320626736,712.9157818853855,1,2,
2,1,512,512,512,1,True,722.9331447742879,722.932614851743,1,2,
3,1,512,512,512,1,True,715.0181662291288,715.0179464370012,1,2,
4,1,512,512,512,1,True,704.5761309564114,704.5758408494294,1,2,
5,1,512,512,512,1,True,716.5804002434015,716.5800901129842,1,2,
6,1,1024,1024,1024,1,True,724.9520090408623,724.9517892487347,1,2,
7,1,1024,1024,1024,1,True,705.06924809888,705.0689780153334,1,2,
8,1,1024,1024,1024,1,True,711.8536750786006,711.8534450419247,1,2,
9,1,1024,1024,1024,1,True,711.9582109153271,711.9579510763288,1,2,
10,1,1024,1024,1024,1,True,717.4744550138712,717.4742049537599,1,2,
11,1,2048,2048,2048,1,True,740.2034401893616,740.203230176121,1,2,
12,1,2048,2048,2048,1,True,730.0977678969502,730.0975080579519,1,2,
13,1,2048,2048,2048,1,True,742.9431076161563,742.942837998271,1,2,
14,1,2048,2048,2048,1,True,751.3053272850811,751.3050870038569,1,2,
15,1,2048,2048,2048,1,True,732.0700967684388,732.0698271505535,1,2,
16,1,4096,4096,4096,1,True,824.9297747388482,824.9295349232852,1,2,
17,1,4096,4096,4096,1,True,784.115674905479,784.1154453344643,1,2,
18,1,4096,4096,4096,1,True,781.7107457667589,781.7105459980667,1,2,
19,1,4096,4096,4096,1,True,798.3082132413983,798.3080032281578,1,2,
20,1,4096,4096,4096,1,True,791.4543156512082,791.4541359059513,1,2,
21,1,8192,8192,8192,1,True,987.2973137535155,987.2970236465335,1,2,
22,1,8192,8192,8192,1,True,984.7939880564809,984.7937482409179,1,2,
23,1,8192,8192,8192,1,True,995.1367871835828,995.1364872977138,1,2,
24,1,8192,8192,8192,1,True,983.9169448241591,983.9167152531445,1,2,
25,1,8192,8192,8192,1,True,985.2608661167324,985.2604060433805,1,2,
26,2,512,512,512,1,True,1121.2676102295518,1121.2673103436828,1,2,
27,2,512,512,512,1,True,715.038632042706,715.0384816341102,1,2,
28,2,512,512,512,1,True,809.7303407266736,809.7301106899977,1,2,
29,2,512,512,512,1,True,805.3285460919142,805.3282960318029,1,2,
30,2,512,512,512,1,True,803.0329439789057,803.0327740125358,1,2,
31,2,1024,1024,1024,1,True,810.997003223747,810.9967731870711,1,2,
32,2,1024,1024,1024,1,True,809.5119721256196,809.5117518678308,1,2,
33,2,1024,1024,1024,1,True,819.0684351138771,819.0682251006365,1,2,
34,2,1024,1024,1024,1,True,826.6880130395293,826.6877727583051,1,2,
35,2,1024,1024,1024,1,True,815.6763543374836,815.6761643476784,1,2,
36,2,2048,2048,2048,1,True,843.6807431280613,843.6805428937078,1,2,
37,2,2048,2048,2048,1,True,856.4453506842256,856.4451206475496,1,2,
38,2,2048,2048,2048,1,True,844.014479778707,844.0142199397087,1,2,
39,2,2048,2048,2048,1,True,847.360439132899,847.3601792939007,1,2,
40,2,2048,2048,2048,1,True,848.2970949262381,848.2967847958207,1,2,
41,2,4096,4096,4096,1,True,902.0071546547115,902.0068948157132,1,2,
42,2,4096,4096,4096,1,True,946.5258084237576,946.5255583636463,1,2,
43,2,4096,4096,4096,1,True,939.9496102705598,939.9492801167071,1,2,
44,2,4096,4096,4096,1,True,932.661799248308,932.6616092585027,1,2,
45,2,4096,4096,4096,1,True,932.153781875968,932.1536016650498,1,2,
46,2,8192,8192,8192,1,True,1129.0367529727519,1129.0365429595113,1,2,
47,2,8192,8192,8192,1,True,1311.3301857374609,1311.329955700785,1,2,
48,2,8192,8192,8192,1,True,1295.3048921190202,1295.3046117909253,1,2,
49,2,8192,8192,8192,1,True,1287.3600348830223,1287.359844893217,1,2,
50,2,8192,8192,8192,1,True,1293.5294839553535,1293.5292436741292,1,2,
51,4,512,512,512,1,True,1440.561173018068,1440.5609029345214,1,2,
52,4,512,512,512,1,True,1153.319571632892,1153.3193518407643,1,2,
53,4,512,512,512,1,True,719.6752331219614,719.6749430149794,1,2,
54,4,512,512,512,1,True,1439.5458400249481,1439.545650035143,1,2,
55,4,512,512,512,1,True,998.7327908165753,998.7325510010123,1,2,
56,4,1024,1024,1024,1,True,846.8104810453951,846.8102808110416,1,2,
57,4,1024,1024,1024,1,True,1250.2619470469654,1250.261627137661,1,2,
58,4,1024,1024,1024,1,True,973.1828053481877,973.1825753115118,1,2,
59,4,1024,1024,1024,1,True,1252.589724957943,1252.58948514238,1,2,
60,4,1024,1024,1024,1,True,1242.0806968584657,1242.080426774919,1,2,
61,4,2048,2048,2048,1,True,1117.6663530059159,1117.6658631302416,1,2,
62,4,2048,2048,2048,1,True,1121.5529330074787,1121.5527527965605,1,2,
63,4,2048,2048,2048,1,True,1451.2441540136933,1451.2439337559044,1,2,
64,4,2048,2048,2048,1,True,901.7154709435999,901.7152609303594,1,2,
65,4,2048,2048,2048,1,True,1172.2705191932619,1172.2703292034566,1,2,
66,4,4096,4096,4096,1,True,1166.0525579936802,1166.052307933569,1,2,
67,4,4096,4096,4096,1,True,1116.870328783989,1116.8700992129743,1,2,
68,4,4096,4096,4096,1,True,1326.3260200619698,1326.3257099315524,1,2,
69,4,4096,4096,4096,1,True,1315.9840321168303,1315.9838221035898,1,2,
70,4,4096,4096,4096,1,True,3019.392025656998,3019.391825888306,1,2,
71,4,8192,8192,8192,1,True,2736.713904887438,2736.713674850762,1,2,
72,4,8192,8192,8192,1,True,2682.65572283417,2682.6554629951715,1,2,
73,4,8192,8192,8192,1,True,2819.4482098333538,2819.447970017791,1,2,
74,4,8192,8192,8192,1,True,1130.817178171128,1130.8169378899038,1,2,
75,4,8192,8192,8192,1,True,1656.6374567337334,1656.637196894735,1,2,
76,8,512,512,512,1,True,726.987712085247,726.9874718040228,1,2,
77,8,512,512,512,1,True,1525.3517697565258,1525.3515900112689,1,2,
78,8,512,512,512,1,True,1524.700309149921,1524.7000688686967,1,2,
79,8,512,512,512,1,True,1524.7915191575885,1524.7912988997996,1,2,
80,8,512,512,512,1,True,1524.571718648076,1524.571478832513,1,2,
81,8,1024,1024,1024,1,True,1524.0547969006002,1524.0545771084726,1,2,
82,8,1024,1024,1024,1,True,1230.2775168791413,1230.27726681903,1,2,
83,8,1024,1024,1024,1,True,1521.4768717996776,1521.4766417630017,1,2,
84,8,1024,1024,1024,1,True,1080.561603885144,1080.561383627355,1,2,
85,8,1024,1024,1024,1,True,857.8231809660792,857.822930905968,1,2,
86,8,2048,2048,2048,1,True,2104.446252807975,2104.4460027478635,1,2,
87,8,2048,2048,2048,1,True,2102.655307855457,2102.6550480164587,1,2,
88,8,2048,2048,2048,1,True,2103.702190797776,2103.7019910290837,1,2,
89,8,2048,2048,2048,1,True,2103.723251260817,2103.7230510264635,1,2,
90,8,2048,2048,2048,1,True,2101.1209250427783,2101.1207150295377,1,2,
91,8,4096,4096,4096,1,True,2099.4720119051635,2099.471861962229,1,2,
92,8,4096,4096,4096,1,True,1125.8080718107522,1125.80787204206,1,2,
93,8,4096,4096,4096,1,True,1250.7802150212228,1250.7799649611115,1,2,
94,8,4096,4096,4096,1,True,978.5167048685253,978.5164650529623,1,2,
95,8,4096,4096,4096,1,True,862.387296743691,862.3870969749987,1,2,
96,8,8192,8192,8192,1,True,1671.254097018391,1671.253806911409,1,2,
97,8,8192,8192,8192,1,True,2728.9114063605666,2728.9111660793424,1,2,
98,8,8192,8192,8192,1,True,1946.2826265953481,1946.2823770008981,1,2,
99,8,8192,8192,8192,1,True,3355.6833788752556,3355.6831888854504,1,2,
100,8,8192,8192,8192,1,True,3004.0663587860763,3004.0661389939487,1,2,
