sample_id,concurrency_level,requested_prompt_len,actual_prompt_len,prompt_len_for_model,output_len,success,ttft_ms,latency_ms,output_tokens,generated_chars,error
31,2,1024,1024,1024,1,True,868.2700879871845,868.2698281481862,1,2,
32,2,1024,1024,1024,1,True,874.9066949822009,874.9064053408802,1,2,
33,2,1024,1024,1024,1,True,866.4589840918779,866.458754055202,1,2,
34,2,1024,1024,1024,1,True,872.6237779483199,872.623497620225,1,2,
35,2,1024,1024,1024,1,True,871.460328809917,871.460088994354,1,2,
36,2,2048,2048,2048,1,True,886.3614252768457,886.3611849956214,1,2,
37,2,2048,2048,2048,1,True,903.4361862577498,903.4359562210739,1,2,
38,2,2048,2048,2048,1,True,887.6301031559706,887.6299331896007,1,2,
39,2,2048,2048,2048,1,True,881.8953218869865,881.8951016291976,1,2,
40,2,2048,2048,2048,1,True,890.4400216415524,890.4397217556834,1,2,
41,2,4096,4096,4096,1,True,1993.0489151738584,1993.0486651137471,1,2,
42,2,4096,4096,4096,1,True,1269.3634503521025,1269.3631802685559,1,2,
43,2,4096,4096,4096,1,True,1429.2121366597712,1429.2118968442082,1,2,
44,2,4096,4096,4096,1,True,876.8199030309916,876.8196529708803,1,2,
45,2,4096,4096,4096,1,True,1828.4122068434954,1828.4118971787393,1,2,
46,2,8192,8192,8192,1,True,1958.6850153282285,1958.6847051978111,1,2,
47,2,8192,8192,8192,1,True,1949.296594131738,1949.296414386481,1,2,
48,2,8192,8192,8192,1,True,1947.5452709011734,1947.5451009348035,1,2,
49,2,8192,8192,8192,1,True,1951.1507339775562,1951.1505039408803,1,2,
50,2,8192,8192,8192,1,True,1951.221243944019,1951.2210236862302,1,2,
51,4,512,512,512,1,True,1430.5607676506042,1430.5606079287827,1,2,
52,4,512,512,512,1,True,1149.5436183176935,1149.5433482341468,1,2,
53,4,512,512,512,1,True,719.5899803191423,719.5897502824664,1,2,
54,4,512,512,512,1,True,1429.4296302832663,1429.4294100254774,1,2,
55,4,512,512,512,1,True,994.1556621342897,994.1554418765008,1,2,
56,4,1024,1024,1024,1,True,845.5979647114873,845.5976950936019,1,2,
57,4,1024,1024,1024,1,True,954.6741507947445,954.6738606877625,1,2,
58,4,1024,1024,1024,1,True,1228.3379682339728,1228.3376981504261,1,2,
59,4,1024,1024,1024,1,True,1228.743480052799,1228.7432299926877,1,2,
60,4,1024,1024,1024,1,True,1219.1103408113122,1219.1100409254432,1,2,
61,4,2048,2048,2048,1,True,1108.918207231909,1108.917926903814,1,2,
62,4,2048,2048,2048,1,True,1120.6678501330316,1120.667580049485,1,2,
63,4,2048,2048,2048,1,True,1527.1991211920977,1527.1988809108734,1,2,
64,4,2048,2048,2048,1,True,1933.5033688694239,1933.5032189264894,1,2,
65,4,2048,2048,2048,1,True,692.4047940410674,692.4041439779103,1,2,
66,4,4096,4096,4096,1,True,2047.1204263158143,2047.120236326009,1,2,
67,4,4096,4096,4096,1,True,1639.902540948242,1639.9023314006627,1,2,
68,4,4096,4096,4096,1,True,1629.260784946382,1629.2605050839484,1,2,
69,4,4096,4096,4096,1,True,1632.3345550335944,1632.3343352414668,1,2,
70,4,4096,4096,4096,1,True,2115.591890178621,2115.591609850526,1,2,
71,4,8192,8192,8192,1,True,2552.229573018849,2552.2293327376246,1,2,
72,4,8192,8192,8192,1,True,2962.9858820699155,2962.9856320098042,1,2,
73,4,8192,8192,8192,1,True,2282.616674900055,2282.6164849102497,1,2,
74,4,8192,8192,8192,1,True,2200.4677490331233,2200.467429123819,1,2,
75,4,8192,8192,8192,1,True,2575.215721037239,2575.215440709144,1,2,
76,8,512,512,512,1,True,740.5850919894874,740.5848018825054,1,2,
77,8,512,512,512,1,True,1238.3047882467508,1238.3044883608818,1,2,
78,8,512,512,512,1,True,1540.1472328230739,1540.1470428332686,1,2,
79,8,512,512,512,1,True,1539.5908188074827,1539.5905789919198,1,2,
80,8,512,512,512,1,True,1539.7172700613737,1539.7170698270202,1,2,
81,8,1024,1024,1024,1,True,1539.4359878264368,1539.435817860067,1,2,
82,8,1024,1024,1024,1,True,1538.5577408596873,1538.5575708933175,1,2,
83,8,1024,1024,1024,1,True,1535.6856398284435,1535.6853799894452,1,2,
84,8,1024,1024,1024,1,True,1081.9745468907058,1081.9742772728205,1,2,
85,8,1024,1024,1024,1,True,866.9258481822908,866.9256381690502,1,2,
86,8,2048,2048,2048,1,True,2111.3532367162406,2111.353076994419,1,2,
87,8,2048,2048,2048,1,True,2108.4415670484304,2108.441377058625,1,2,
88,8,2048,2048,2048,1,True,2107.7479613013566,2107.7477810904384,1,2,
89,8,2048,2048,2048,1,True,2105.831837747246,2105.831597931683,1,2,
90,8,2048,2048,2048,1,True,2107.228338252753,2107.2281282395124,1,2,
91,8,4096,4096,4096,1,True,2107.3912591673434,2107.39105893299,1,2,
92,8,4096,4096,4096,1,True,1127.660479862243,1127.6602200232446,1,2,
93,8,4096,4096,4096,1,True,1254.589851014316,1254.589560907334,1,2,
94,8,4096,4096,4096,1,True,1949.031202122569,1949.0309520624578,1,2,
95,8,4096,4096,4096,1,True,1539.1894718632102,1539.189272094518,1,2,
96,8,8192,8192,8192,1,True,4201.122779864818,4201.1225996539,1,2,
97,8,8192,8192,8192,1,True,3302.299758885056,3302.299538627267,1,2,
98,8,8192,8192,8192,1,True,4200.053011998534,4200.052752159536,1,2,
99,8,8192,8192,8192,1,True,4882.4398261494935,4882.439576089382,1,2,
100,8,8192,8192,8192,1,True,4597.347602248192,4597.347392234951,1,2,
